2.480000,-1.080000,1.000000,-0.179749,-0.415852,0.000000,-0.065247,0.094399,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.001318,-0.000796,-0.000000
2.470931,-1.100675,1.000000,-0.183011,-0.411132,0.000000,-0.065247,0.094399,-0.000000,0.000002,-0.000001,-0.000000,0.000066,-0.000040,0.000000,0.001318,-0.000796,-0.000000
2.461699,-1.121113,1.000000,-0.186273,-0.406412,0.000000,-0.065246,0.094399,-0.000000,0.000007,-0.000004,-0.000000,0.000132,-0.000080,0.000000,0.001318,-0.000796,-0.000000
2.452304,-1.141316,1.000000,-0.189536,-0.401692,0.000000,-0.065246,0.094399,-0.000000,0.000015,-0.000009,-0.000000,0.000198,-0.000119,0.000000,0.001318,-0.000796,-0.000000
2.442745,-1.161282,1.000000,-0.192798,-0.396972,0.000000,-0.065245,0.094398,-0.000000,0.000026,-0.000016,-0.000000,0.000264,-0.000159,0.000000,0.001318,-0.000796,-0.000000
2.433024,-1.181013,1.000000,-0.196060,-0.392252,0.000000,-0.065243,0.094397,-0.000000,0.000041,-0.000025,-0.000000,0.000330,-0.000199,0.000000,0.001318,-0.000796,-0.000000
2.423139,-1.200508,1.000000,-0.199322,-0.387532,0.000000,-0.065241,0.094395,-0.000000,0.000059,-0.000036,-0.000000,0.000395,-0.000239,0.000000,0.001318,-0.000796,-0.000000
2.413092,-1.219766,1.000000,-0.202584,-0.382812,0.000000,-0.065237,0.094393,-0.000000,0.000081,-0.000049,-0.000000,0.000461,-0.000279,0.000000,0.001318,-0.000796,-0.000000
2.402881,-1.238789,1.000000,-0.205846,-0.378093,0.000000,-0.065233,0.094391,-0.000000,0.000105,-0.000064,-0.000000,0.000527,-0.000318,0.000000,0.001318,-0.000796,-0.000000
2.392507,-1.257575,1.000000,-0.209108,-0.373373,0.000000,-0.065227,0.094387,-0.000000,0.000133,-0.000081,-0.000000,0.000593,-0.000358,0.000000,0.001318,-0.000796,-0.000000
2.381970,-1.276126,1.000000,-0.212369,-0.368654,0.000000,-0.065219,0.094382,-0.000000,0.000165,-0.000100,-0.000000,0.000659,-0.000398,0.000000,0.001318,-0.000796,-0.000000
2.371270,-1.294441,1.000000,-0.215629,-0.363935,0.000000,-0.065210,0.094377,-0.000000,0.000199,-0.000120,-0.000000,0.000725,-0.000438,0.000000,0.001318,-0.000796,-0.000000
2.360407,-1.312520,1.000000,-0.218890,-0.359216,0.000000,-0.065199,0.094370,-0.000000,0.000237,-0.000143,-0.000000,0.000791,-0.000478,0.000000,0.001318,-0.000796,-0.000000
2.349381,-1.330362,1.000000,-0.222149,-0.354498,0.000000,-0.065186,0.094363,-0.000000,0.000278,-0.000168,-0.000000,0.000857,-0.000517,0.000000,0.001318,-0.000796,-0.000000
2.338192,-1.347969,1.000000,-0.225408,-0.349780,0.000000,-0.065171,0.094353,-0.000000,0.000323,-0.000195,-0.000000,0.000923,-0.000557,0.000000,0.001318,-0.000796,-0.000000
2.326840,-1.365341,1.000000,-0.228666,-0.345063,0.000000,-0.065154,0.094343,-0.000000,0.000371,-0.000224,-0.000000,0.000989,-0.000597,0.000000,0.001318,-0.000796,-0.000000
2.315326,-1.382476,1.000000,-0.231924,-0.340346,0.000000,-0.065134,0.094331,-0.000000,0.000422,-0.000255,-0.000000,0.001055,-0.000637,0.000000,0.001318,-0.000796,-0.000000
2.303648,-1.399375,1.000000,-0.235180,-0.335630,0.000000,-0.065112,0.094318,-0.000000,0.000476,-0.000288,-0.000000,0.001120,-0.000677,0.000000,0.001318,-0.000796,-0.000000
2.291808,-1.416039,1.000000,-0.238435,-0.330914,0.000000,-0.065087,0.094302,-0.000000,0.000534,-0.000322,-0.000000,0.001186,-0.000716,0.000000,0.001318,-0.000796,-0.000000
2.279805,-1.432467,1.000000,-0.241688,-0.326199,0.000000,-0.065058,0.094285,-0.000000,0.000595,-0.000359,-0.000000,0.001252,-0.000756,0.000000,0.001318,-0.000796,-0.000000
2.267639,-1.448659,1.000000,-0.244941,-0.321486,0.000000,-0.065027,0.094266,-0.000000,0.000659,-0.000398,-0.000000,0.001318,-0.000796,0.000000,0.001318,-0.000796,-0.000000
2.255311,-1.464615,1.000000,-0.248191,-0.316773,0.000000,-0.064992,0.094245,-0.000000,0.000727,-0.000439,-0.000000,0.001384,-0.000836,0.000000,0.001318,-0.000796,-0.000000
2.242820,-1.480336,1.000000,-0.251440,-0.312061,0.000000,-0.064954,0.094222,-0.000000,0.000797,-0.000482,-0.000000,0.001450,-0.000876,0.000000,0.001318,-0.000796,-0.000000
2.230167,-1.495821,1.000000,-0.254686,-0.307351,0.000000,-0.064913,0.094197,-0.000000,0.000872,-0.000526,-0.000000,0.001516,-0.000915,0.000000,0.001318,-0.000796,-0.000000
2.217351,-1.511071,1.000000,-0.257931,-0.302642,0.000000,-0.064867,0.094170,-0.000000,0.000949,-0.000573,-0.000000,0.001582,-0.000955,0.000000,0.001318,-0.000796,-0.000000
2.204374,-1.526085,1.000000,-0.261173,-0.297934,0.000000,-0.064818,0.094140,-0.000000,0.001030,-0.000622,-0.000000,0.001648,-0.000995,0.000000,0.001318,-0.000796,-0.000000
2.191234,-1.540864,1.000000,-0.264413,-0.293228,0.000000,-0.064764,0.094108,-0.000000,0.001114,-0.000673,-0.000000,0.001714,-0.001035,0.000000,0.001318,-0.000796,-0.000000
2.177932,-1.555408,1.000000,-0.267649,-0.288523,0.000000,-0.064706,0.094073,-0.000000,0.001201,-0.000725,-0.000000,0.001780,-0.001075,0.000000,0.001318,-0.000796,-0.000000
2.164469,-1.569717,1.000000,-0.270883,-0.283820,0.000000,-0.064644,0.094035,-0.000000,0.001292,-0.000780,-0.000000,0.001845,-0.001114,0.000000,0.001318,-0.000796,-0.000000
2.150844,-1.583790,1.000000,-0.274114,-0.279120,0.000000,-0.064577,0.093995,-0.000000,0.001386,-0.000837,-0.000000,0.001911,-0.001154,0.000000,0.001318,-0.000796,-0.000000
2.137058,-1.597629,1.000000,-0.277341,-0.274421,0.000000,-0.064505,0.093951,-0.000000,0.001483,-0.000896,-0.000000,0.001977,-0.001194,0.000000,0.001318,-0.000796,-0.000000
2.123110,-1.611232,1.000000,-0.280564,-0.269725,0.000000,-0.064429,0.093905,-0.000000,0.001583,-0.000956,-0.000000,0.002043,-0.001234,0.000000,0.001318,-0.000796,-0.000000
2.109001,-1.624601,1.000000,-0.283784,-0.265031,0.000000,-0.064347,0.093856,-0.000000,0.001687,-0.001019,-0.000000,0.002109,-0.001274,0.000000,0.001318,-0.000796,-0.000000
2.094732,-1.637736,1.000000,-0.286999,-0.260339,0.000000,-0.064260,0.093803,-0.000000,0.001794,-0.001084,-0.000000,0.002175,-0.001313,0.000000,0.001318,-0.000796,-0.000000
2.080302,-1.650635,1.000000,-0.290209,-0.255650,0.000000,-0.064167,0.093747,-0.000000,0.001905,-0.001150,-0.000000,0.002241,-0.001353,0.000000,0.001318,-0.000796,-0.000000
2.065711,-1.663301,1.000000,-0.293415,-0.250964,0.000000,-0.064069,0.093688,-0.000000,0.002018,-0.001219,-0.000000,0.002307,-0.001393,0.000000,0.001318,-0.000796,-0.000000
2.050960,-1.675732,1.000000,-0.296616,-0.246282,0.000000,-0.063965,0.093625,-0.000000,0.002135,-0.001290,-0.000000,0.002373,-0.001433,0.000000,0.001318,-0.000796,-0.000000
2.036049,-1.687929,1.000000,-0.299812,-0.241602,0.000000,-0.063856,0.093559,-0.000000,0.002256,-0.001362,-0.000000,0.002439,-0.001473,0.000000,0.001318,-0.000796,-0.000000
2.020979,-1.699892,1.000000,-0.303002,-0.236926,0.000000,-0.063740,0.093489,-0.000000,0.002379,-0.001437,-0.000000,0.002505,-0.001512,0.000000,0.001318,-0.000796,-0.000000
2.005749,-1.711621,1.000000,-0.306186,-0.232253,0.000000,-0.063618,0.093415,-0.000000,0.002506,-0.001513,-0.000000,0.002570,-0.001552,0.000000,0.001318,-0.000796,-0.000000
1.990361,-1.723117,1.000000,-0.309363,-0.227584,0.000000,-0.063489,0.093338,-0.000000,0.002636,-0.001592,-0.000000,0.002636,-0.001592,0.000000,0.001318,-0.000796,-0.000000
1.974813,-1.734380,1.000000,-0.312534,-0.222919,0.000000,-0.063354,0.093256,-0.000000,0.002770,-0.001673,-0.000000,0.002702,-0.001632,0.000000,0.001318,-0.000796,-0.000000
1.959107,-1.745409,1.000000,-0.315699,-0.218259,0.000000,-0.063212,0.093170,-0.000000,0.002907,-0.001755,-0.000000,0.002768,-0.001672,0.000000,0.001318,-0.000796,-0.000000
1.943243,-1.756206,1.000000,-0.318856,-0.213602,0.000000,-0.063063,0.093080,-0.000000,0.003047,-0.001840,-0.000000,0.002834,-0.001711,0.000000,0.001318,-0.000796,-0.000000
