-0.000000,-0.000000,10.000000,5.416667,5.684524,-0.892857,0.000000,0.000000,-0.000000,-0.625000,-1.026786,1.339286
0.054167,0.056845,9.991072,5.416635,5.684472,-0.892790,-0.006250,-0.010268,0.013393,-0.625000,-1.026786,1.339286
0.108332,0.113689,9.982145,5.416542,5.684318,-0.892589,-0.012500,-0.020536,0.026786,-0.625000,-1.026786,1.339286
0.162497,0.170531,9.973220,5.416385,5.684062,-0.892254,-0.018750,-0.030804,0.040179,-0.625000,-1.026786,1.339286
0.216660,0.227370,9.964300,5.416167,5.683702,-0.891786,-0.025000,-0.041071,0.053571,-0.625000,-1.026786,1.339286
0.270820,0.284205,9.955385,5.415885,5.683240,-0.891183,-0.031250,-0.051339,0.066964,-0.625000,-1.026786,1.339286
0.324977,0.341034,9.946477,5.415542,5.682676,-0.890446,-0.037500,-0.061607,0.080357,-0.625000,-1.026786,1.339286
0.379131,0.397858,9.937577,5.415135,5.682008,-0.889576,-0.043750,-0.071875,0.093750,-0.625000,-1.026786,1.339286
0.433280,0.454674,9.928686,5.414667,5.681238,-0.888571,-0.050000,-0.082143,0.107143,-0.625000,-1.026786,1.339286
0.487424,0.511482,9.919806,5.414135,5.680365,-0.887433,-0.056250,-0.092411,0.120536,-0.625000,-1.026786,1.339286
0.541562,0.568281,9.910937,5.413542,5.679390,-0.886161,-0.062500,-0.102679,0.133929,-0.625000,-1.026786,1.339286
0.595695,0.625070,9.902083,5.412885,5.678312,-0.884754,-0.068750,-0.112946,0.147321,-0.625000,-1.026786,1.339286
0.649820,0.681847,9.893243,5.412167,5.677131,-0.883214,-0.075000,-0.123214,0.160714,-0.625000,-1.026786,1.339286
0.703938,0.738612,9.884419,5.411385,5.675847,-0.881540,-0.081250,-0.133482,0.174107,-0.625000,-1.026786,1.339286
0.758047,0.795364,9.875612,5.410542,5.674461,-0.879732,-0.087500,-0.143750,0.187500,-0.625000,-1.026786,1.339286
0.812148,0.852101,9.866825,5.409635,5.672972,-0.877790,-0.093750,-0.154018,0.200893,-0.625000,-1.026786,1.339286
0.866240,0.908823,9.858057,5.408667,5.671381,-0.875714,-0.100000,-0.164286,0.214286,-0.625000,-1.026786,1.339286
0.920322,0.965528,9.849311,5.407635,5.669687,-0.873504,-0.106250,-0.174554,0.227679,-0.625000,-1.026786,1.339286
0.974392,1.022216,9.840587,5.406542,5.667890,-0.871161,-0.112500,-0.184821,0.241071,-0.625000,-1.026786,1.339286
1.028452,1.078886,9.831888,5.405385,5.665990,-0.868683,-0.118750,-0.195089,0.254464,-0.625000,-1.026786,1.339286
1.082500,1.135536,9.823214,5.404167,5.663988,-0.866071,-0.125000,-0.205357,0.267857,-0.625000,-1.026786,1.339286
1.136535,1.192165,9.814567,5.402885,5.661883,-0.863326,-0.131250,-0.215625,0.281250,-0.625000,-1.026786,1.339286
1.190557,1.248773,9.805948,5.401542,5.659676,-0.860446,-0.137500,-0.225893,0.294643,-0.625000,-1.026786,1.339286
1.244566,1.305358,9.797359,5.400135,5.657365,-0.857433,-0.143750,-0.236161,0.308036,-0.625000,-1.026786,1.339286
1.298560,1.361920,9.788800,5.398667,5.654952,-0.854286,-0.150000,-0.246429,0.321429,-0.625000,-1.026786,1.339286
1.352539,1.418457,9.780273,5.397135,5.652437,-0.851004,-0.156250,-0.256696,0.334821,-0.625000,-1.026786,1.339286
1.406502,1.474968,9.771780,5.395542,5.649818,-0.847589,-0.162500,-0.266964,0.348214,-0.625000,-1.026786,1.339286
1.460450,1.531453,9.763322,5.393885,5.647097,-0.844040,-0.168750,-0.277232,0.361607,-0.625000,-1.026786,1.339286
