2.480000,-1.080000,1.000000,0.292598,-0.771268,0.000000,-0.355964,0.310635,0.000000,0.062833,-0.045529,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000160,0.000125,0.000000
2.494186,-1.118176,1.000000,0.274878,-0.755794,0.000000,-0.352822,0.308358,0.000000,0.062833,-0.045529,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000008,0.000006,-0.000000,-0.000160,0.000125,0.000000
2.507490,-1.155581,1.000000,0.257316,-0.740433,0.000000,-0.349680,0.306082,0.000000,0.062833,-0.045529,-0.000000,-0.000000,0.000000,0.000000,-0.000001,0.000001,0.000000,-0.000016,0.000013,-0.000000,-0.000160,0.000125,0.000000
2.519920,-1.192221,1.000000,0.239910,-0.725186,0.000000,-0.346539,0.303805,0.000000,0.062833,-0.045529,-0.000000,-0.000000,0.000000,0.000000,-0.000002,0.000001,0.000000,-0.000024,0.000019,-0.000000,-0.000160,0.000125,0.000000
2.531484,-1.228102,1.000000,0.222662,-0.710052,0.000000,-0.343397,0.301529,0.000000,0.062833,-0.045529,-0.000000,-0.000000,0.000000,0.000000,-0.000003,0.000003,0.000000,-0.000032,0.000025,-0.000000,-0.000160,0.000125,0.000000
2.542189,-1.263228,1.000000,0.205570,-0.695033,0.000000,-0.340255,0.299252,0.000000,0.062833,-0.045529,-0.000000,-0.000000,0.000000,0.000000,-0.000005,0.000004,0.000000,-0.000040,0.000031,-0.000000,-0.000160,0.000125,0.000000
2.552044,-1.297607,1.000000,0.188636,-0.680127,0.000000,-0.337114,0.296976,-0.000000,0.062833,-0.045529,-0.000000,-0.000001,0.000001,0.000000,-0.000007,0.000006,0.000000,-0.000048,0.000038,-0.000000,-0.000160,0.000125,0.000000
2.561055,-1.331243,1.000000,0.171859,-0.665335,0.000000,-0.333972,0.294699,-0.000000,0.062833,-0.045529,-0.000000,-0.000001,0.000001,0.000000,-0.000010,0.000008,0.000000,-0.000056,0.000044,-0.000000,-0.000160,0.000125,0.000000
2.569232,-1.364142,1.000000,0.155239,-0.650657,0.000000,-0.330830,0.292423,-0.000000,0.062833,-0.045529,-0.000000,-0.000002,0.000001,0.000000,-0.000013,0.000010,0.000000,-0.000064,0.000050,-0.000000,-0.000160,0.000125,0.000000
2.576582,-1.396311,1.000000,0.138776,-0.636093,0.000000,-0.327689,0.290146,-0.000000,0.062833,-0.045529,-0.000000,-0.000002,0.000002,0.000000,-0.000016,0.000013,0.000000,-0.000072,0.000056,-0.000000,-0.000160,0.000125,0.000000
2.583112,-1.427753,1.000000,0.122470,-0.621642,0.000000,-0.324547,0.287870,-0.000000,0.062833,-0.045529,-0.000000,-0.000003,0.000003,0.000000,-0.000020,0.000016,0.000000,-0.000080,0.000063,-0.000000,-0.000160,0.000125,0.000000
2.588832,-1.458477,1.000000,0.106321,-0.607306,0.000000,-0.321405,0.285593,-0.000000,0.062833,-0.045529,-0.000000,-0.000004,0.000003,0.000000,-0.000024,0.000019,0.000000,-0.000088,0.000069,-0.000000,-0.000160,0.000125,0.000000
2.593747,-1.488486,1.000000,0.090330,-0.593083,0.000000,-0.318264,0.283317,-0.000000,0.062833,-0.045529,-0.000000,-0.000006,0.000005,0.000000,-0.000029,0.000023,0.000000,-0.000096,0.000075,-0.000000,-0.000160,0.000125,0.000000
2.597867,-1.517787,1.000000,0.074495,-0.578974,0.000000,-0.315122,0.281041,-0.000000,0.062832,-0.045528,-0.000000,-0.000007,0.000006,0.000000,-0.000034,0.000026,0.000000,-0.000104,0.000081,-0.000000,-0.000160,0.000125,0.000000
2.601199,-1.546385,1.000000,0.058817,-0.564979,0.000000,-0.311980,0.278764,-0.000000,0.062832,-0.045528,-0.000000,-0.000009,0.000007,0.000000,-0.000039,0.000031,0.000000,-0.000112,0.000088,-0.000000,-0.000160,0.000125,0.000000
2.603751,-1.574287,1.000000,0.043297,-0.551098,0.000000,-0.308839,0.276488,-0.000000,0.062831,-0.045528,-0.000000,-0.000011,0.000009,0.000000,-0.000045,0.000035,0.000000,-0.000120,0.000094,-0.000000,-0.000160,0.000125,0.000000
2.605532,-1.601497,1.000000,0.027933,-0.537330,0.000000,-0.305697,0.274211,-0.000000,0.062831,-0.045527,-0.000000,-0.000014,0.000011,0.000000,-0.000051,0.000040,-0.000000,-0.000128,0.000100,-0.000000,-0.000160,0.000125,0.000000
2.606547,-1.628022,1.000000,0.012727,-0.523677,0.000000,-0.302556,0.271935,-0.000000,0.062830,-0.045527,-0.000000,-0.000016,0.000013,0.000000,-0.000058,0.000045,-0.000000,-0.000136,0.000106,-0.000000,-0.000160,0.000125,0.000000
