2.374989102285938625e+00,-1.050023588102906080e+00,1.022764121052003095e+00
2.374892958840303603e+00,-1.050156740870582306e+00,1.003335061534136763e+00
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374675996667408917e+00,-1.050474379701359817e+00,9.879071000035063443e-01
2.374989102285938625e+00,-1.050023588102906080e+00,1.022764121052003095e+00
2.374989102285938625e+00,-1.050023588102906080e+00,1.022764121052003095e+00
2.374989102285938625e+00,-1.050023588102906080e+00,9.847503694259884810e-01
2.374920419721518350e+00,-1.050119075989356832e+00,9.357999875549312119e-01
2.374722885034143971e+00,-1.050403718860089430e+00,8.883405539614331881e-01
2.374397089919573656e+00,-1.050887615065773772e+00,8.437851292155735816e-01
2.373949448680244600e+00,-1.051564725471097805e+00,8.042781360473683083e-01
2.373397339436496889e+00,-1.052406288770217690e+00,7.713572055046591380e-01
2.372771424445841326e+00,-1.053352784839827860e+00,7.444656825868739558e-01
2.372102477666240272e+00,-1.054339328805487863e+00,7.224500743797603874e-01
2.371414636425082101e+00,-1.055314680966136454e+00,7.038777644260658661e-01
2.370721265026117131e+00,-1.056253787324477944e+00,6.875961784188980852e-01
2.370024217840737357e+00,-1.057163948900695649e+00,6.729000950107757451e-01
2.369315225876400977e+00,-1.058083638637578039e+00,6.593967927292204712e-01
2.368578898486522810e+00,-1.059073962290162596e+00,6.468784694859668338e-01
2.367797118541773660e+00,-1.060203174480451427e+00,6.352318485211843058e-01
2.366954082880458721e+00,-1.061526977898430646e+00,6.243889736266641233e-01
2.366040900828251914e+00,-1.063069700295430575e+00,6.143037820054055853e-01
2.365058662397127698e+00,-1.064811894197601694e+00,6.049411308243984875e-01
2.364019392791803842e+00,-1.066687926594047653e+00,5.962573605301182411e-01
2.362942120743602104e+00,-1.068608650305517882e+00,5.882290256480808832e-01
2.361847897908077698e+00,-1.070489396078205369e+00,5.808425864394077820e-01
2.360756246283812754e+00,-1.072269145473701446e+00,5.740751037205229501e-01
2.359681085732205474e+00,-1.073929915352117348e+00,5.679050054703143058e-01
2.358627672298581945e+00,-1.075506707283603092e+00,5.623114607671388931e-01
2.357591575052528921e+00,-1.077082703189905732e+00,5.572741893223048804e-01
2.356559689015653714e+00,-1.078771048272138655e+00,5.527732327189025519e-01
2.355513278268751787e+00,-1.080685530761750446e+00,5.487887743979833477e-01
2.354432382107980448e+00,-1.082907038247393317e+00,5.453015156266753927e-01
2.353300604964617460e+00,-1.085456919836871537e+00,5.422933087099827132e-01
2.352109211494092467e+00,-1.088284264713551774e+00,5.397474241431268194e-01
2.350859544535660817e+00,-1.091269776985251072e+00,5.376480705232489221e-01
2.349563151036226927e+00,-1.094249202269415244e+00,5.359794207871541039e-01
2.348239518507837964e+00,-1.097053377789484419e+00,5.347250134344785355e-01
2.346911868670310319e+00,-1.099552840290752842e+00,5.338681802302182033e-01
2.345601907199855951e+00,-1.101685286259111107e+00,5.333930106857421860e-01
2.344324711078198398e+00,-1.103461913749363310e+00,5.332849493506075511e-01
2.343084953193244502e+00,-1.104968191419875678e+00,5.335307353264001629e-01
2.341875389225116066e+00,-1.106354166163980191e+00,5.341175948889892444e-01
2.340678024373957111e+00,-1.107803955785008121e+00,5.350321686617034445e-01
2.339467764605938971e+00,-1.109490313383254767e+00,5.362602060674773741e-01
2.338217799416056675e+00,-1.111534601356091390e+00,5.377873502760881497e-01
2.336905542376098044e+00,-1.113988463971705922e+00,5.396001690032210529e-01
2.335517779658036197e+00,-1.116830707654942412e+00,5.416866840331624466e-01
2.334053799329914636e+00,-1.119966257126411735e+00,5.440362314416775646e-01
2.332525723643906534e+00,-1.123238408168199864e+00,5.466385489273315468e-01
2.330955889969494432e+00,-1.126463270410033468e+00,5.494826913165286042e-01
2.329371803265909868e+00,-1.129476954524383903e+00,5.525568411048482620e-01
2.327799725831196209e+00,-1.132172690990537633e+00,5.558491373016251069e-01
2.320316591952777951e+00,-1.142040121136610686e+00,5.752313111179138128e-01
2.311602179224382603e+00,-1.156831005702091186e+00,5.986116766714453252e-01
2.301563358514568502e+00,-1.173131752519606996e+00,6.249346903176189461e-01
2.291710863879033777e+00,-1.185743645726152984e+00,6.532811654898988962e-01
2.282229483154168292e+00,-1.200980172946304325e+00,6.768829913533516152e-01
2.272201435843137052e+00,-1.216064885861752209e+00,7.009418164255863948e-01
2.260151277985674056e+00,-1.230375878422185654e+00,7.311846050990762347e-01
2.248812982926206683e+00,-1.246319927071728895e+00,7.551780711993697492e-01
2.239792658197604425e+00,-1.259531889933542148e+00,7.729137509207956169e-01
2.228599268837885727e+00,-1.273329182449778330e+00,7.960485695664427652e-01
2.216681753940334954e+00,-1.287242133732261040e+00,8.184474517890762968e-01
2.206439804918912451e+00,-1.300944207373154748e+00,8.346600365400679289e-01
2.196301259771404890e+00,-1.314502616567498894e+00,8.503244581746824959e-01
2.183851313122684878e+00,-1.328375636303333884e+00,8.702564385025366445e-01
2.170607879646447191e+00,-1.341531307060773948e+00,8.890381921518770714e-01
2.156880161132288531e+00,-1.354289228860392935e+00,9.066047138714923292e-01
2.141341373400918791e+00,-1.363061660144859522e+00,9.267276932172032744e-01
2.124577979278538198e+00,-1.372420069044441693e+00,9.447922125812281413e-01
2.107604474418365292e+00,-1.379821531160232206e+00,9.607587587701471588e-01
2.087484179896873737e+00,-1.383952543178651684e+00,9.771306735368907592e-01
2.068401695985812250e+00,-1.393656843959978575e+00,9.884879173901588434e-01
2.050648599617710843e+00,-1.398524873017257475e+00,9.978420339998372857e-01
2.030840324579993528e+00,-1.405733399518520610e+00,1.005269776332580411e+00
2.014206527064225316e+00,-1.414957638891399805e+00,1.009891270886987158e+00
