-0.000000,-0.000000,10.000000,2.205128,2.466667,-1.294872,0.000000,0.000000,-0.000000,-0.049231,-0.112000,0.310769
0.022051,0.024667,9.987051,2.205126,2.466661,-1.294856,-0.000492,-0.001120,0.003108,-0.049231,-0.112000,0.310769
0.044102,0.049333,9.974103,2.205118,2.466644,-1.294810,-0.000985,-0.002240,0.006215,-0.049231,-0.112000,0.310769
0.066154,0.073999,9.961155,2.205106,2.466616,-1.294732,-0.001477,-0.003360,0.009323,-0.049231,-0.112000,0.310769
0.088205,0.098665,9.948208,2.205089,2.466577,-1.294623,-0.001969,-0.004480,0.012431,-0.049231,-0.112000,0.310769
0.110255,0.123331,9.935263,2.205067,2.466527,-1.294483,-0.002462,-0.005600,0.015538,-0.049231,-0.112000,0.310769
0.132306,0.147996,9.922319,2.205040,2.466465,-1.294312,-0.002954,-0.006720,0.018646,-0.049231,-0.112000,0.310769
0.154356,0.172660,9.909377,2.205008,2.466392,-1.294110,-0.003446,-0.007840,0.021754,-0.049231,-0.112000,0.310769
0.176406,0.197324,9.896437,2.204971,2.466308,-1.293877,-0.003938,-0.008960,0.024862,-0.049231,-0.112000,0.310769
0.198456,0.221986,9.883499,2.204929,2.466213,-1.293613,-0.004431,-0.010080,0.027969,-0.049231,-0.112000,0.310769
0.220505,0.246648,9.870565,2.204882,2.466107,-1.293318,-0.004923,-0.011200,0.031077,-0.049231,-0.112000,0.310769
0.242553,0.271308,9.857633,2.204830,2.465989,-1.292992,-0.005415,-0.012320,0.034185,-0.049231,-0.112000,0.310769
0.264601,0.295968,9.844705,2.204774,2.465860,-1.292634,-0.005908,-0.013440,0.037292,-0.049231,-0.112000,0.310769
0.286649,0.320626,9.831780,2.204712,2.465720,-1.292246,-0.006400,-0.014560,0.040400,-0.049231,-0.112000,0.310769
0.308695,0.345282,9.818860,2.204646,2.465569,-1.291826,-0.006892,-0.015680,0.043508,-0.049231,-0.112000,0.310769
0.330742,0.369937,9.805944,2.204574,2.465407,-1.291376,-0.007385,-0.016800,0.046615,-0.049231,-0.112000,0.310769
0.352787,0.394590,9.793033,2.204498,2.465233,-1.290894,-0.007877,-0.017920,0.049723,-0.049231,-0.112000,0.310769
0.374831,0.419242,9.780126,2.204417,2.465048,-1.290381,-0.008369,-0.019040,0.052831,-0.049231,-0.112000,0.310769
0.396875,0.443891,9.767225,2.204331,2.464852,-1.289837,-0.008862,-0.020160,0.055938,-0.049231,-0.112000,0.310769
0.418918,0.468539,9.754330,2.204240,2.464645,-1.289262,-0.009354,-0.021280,0.059046,-0.049231,-0.112000,0.310769
0.440960,0.493184,9.741440,2.204144,2.464427,-1.288656,-0.009846,-0.022400,0.062154,-0.049231,-0.112000,0.310769
0.463001,0.517827,9.728557,2.204043,2.464197,-1.288019,-0.010338,-0.023520,0.065262,-0.049231,-0.112000,0.310769
0.485041,0.542468,9.715680,2.203937,2.463956,-1.287351,-0.010831,-0.024640,0.068369,-0.049231,-0.112000,0.310769
0.507080,0.567106,9.702810,2.203826,2.463704,-1.286652,-0.011323,-0.025760,0.071477,-0.049231,-0.112000,0.310769
0.529117,0.591742,9.689947,2.203710,2.463441,-1.285922,-0.011815,-0.026880,0.074585,-0.049231,-0.112000,0.310769
0.551154,0.616375,9.677091,2.203590,2.463167,-1.285160,-0.012308,-0.028000,0.077692,-0.049231,-0.112000,0.310769
0.573189,0.641005,9.664244,2.203464,2.462881,-1.284368,-0.012800,-0.029120,0.080800,-0.049231,-0.112000,0.310769
0.595223,0.665633,9.651404,2.203334,2.462584,-1.283544,-0.013292,-0.030240,0.083908,-0.049231,-0.112000,0.310769
0.617256,0.690257,9.638573,2.203198,2.462276,-1.282690,-0.013785,-0.031360,0.087015,-0.049231,-0.112000,0.310769
0.639287,0.714878,9.625750,2.203058,2.461957,-1.281804,-0.014277,-0.032480,0.090123,-0.049231,-0.112000,0.310769
0.661317,0.739496,9.612937,2.202913,2.461627,-1.280887,-0.014769,-0.033600,0.093231,-0.049231,-0.112000,0.310769
0.683345,0.764111,9.600133,2.202763,2.461285,-1.279939,-0.015262,-0.034720,0.096338,-0.049231,-0.112000,0.310769
0.705372,0.788722,9.587338,2.202608,2.460932,-1.278960,-0.015754,-0.035840,0.099446,-0.049231,-0.112000,0.310769
0.727397,0.813329,9.574554,2.202448,2.460568,-1.277950,-0.016246,-0.036960,0.102554,-0.049231,-0.112000,0.310769
0.749421,0.837933,9.561779,2.202283,2.460193,-1.276909,-0.016738,-0.038080,0.105662,-0.049231,-0.112000,0.310769
0.771443,0.862533,9.549016,2.202113,2.459807,-1.275837,-0.017231,-0.039200,0.108769,-0.049231,-0.112000,0.310769
0.793463,0.887129,9.536263,2.201938,2.459409,-1.274734,-0.017723,-0.040320,0.111877,-0.049231,-0.112000,0.310769
0.815482,0.911721,9.523521,2.201758,2.459000,-1.273600,-0.018215,-0.041440,0.114985,-0.049231,-0.112000,0.310769
0.837498,0.936309,9.510791,2.201574,2.458580,-1.272434,-0.018708,-0.042560,0.118092,-0.049231,-0.112000,0.310769
0.859513,0.960893,9.498072,2.201384,2.458149,-1.271238,-0.019200,-0.043680,0.121200,-0.049231,-0.112000,0.310769
0.881526,0.985472,9.485366,2.201190,2.457707,-1.270010,-0.019692,-0.044800,0.124308,-0.049231,-0.112000,0.310769
0.903537,1.010047,9.472672,2.200990,2.457253,-1.268752,-0.020185,-0.045920,0.127415,-0.049231,-0.112000,0.310769
0.925546,1.034617,9.459991,2.200786,2.456788,-1.267462,-0.020677,-0.047040,0.130523,-0.049231,-0.112000,0.310769
0.947553,1.059183,9.447323,2.200577,2.456312,-1.266141,-0.021169,-0.048160,0.133631,-0.049231,-0.112000,0.310769
0.969557,1.083743,9.434669,2.200363,2.455825,-1.264789,-0.021662,-0.049280,0.136738,-0.049231,-0.112000,0.310769
