3.388904617104085415e-02,-5.933051975945567019e-02,-1.770461492418349940e-04,5.727494256742048151e+00
3.403923090539518397e-05,1.285254026643283503e-05,-8.808266125873412999e-07,6.294021780974917490e+00
-4.678125943894865038e-03,8.298007593981589214e-03,-1.855797931042553180e-04,6.750963632215008836e+00
-9.980298205318396260e-03,1.539812998579589802e-02,2.376819791553084051e-05,6.693272438125578816e+00
-9.635774775518697599e-03,1.490375565171607290e-02,1.695318979134612222e-04,6.531424671012215910e+00
-7.635036685390789689e-03,1.228049944128364705e-02,2.205667925572132198e-04,6.327638410187724105e+00
-4.706849152007803842e-03,8.639744217497276682e-03,1.593644201388133346e-04,6.134604320012151391e+00
-2.064545486839582198e-03,5.276526329800584544e-03,6.224905781539913547e-05,5.966683030186592518e+00
-1.308456566443428888e-04,2.619278014108822241e-03,-1.873248187819715149e-05,5.827713668277601400e+00
9.915349726396850173e-04,7.715954824178033241e-04,-6.442835789798143390e-05,5.715719252572658782e+00
1.451535417349654293e-03,-3.808788997100933955e-04,-7.991504802732950555e-05,5.627011555259049835e+00
1.469184218383283577e-03,-1.013642704694474577e-03,-7.726069477114225854e-05,5.557628094151380260e+00
1.251904325281372014e-03,-1.297490965023527986e-03,-6.674320217547874542e-05,5.503967201624032413e+00
9.522682905236258110e-04,-1.367977577727466166e-03,-5.448560081055333097e-05,5.462958660175730508e+00
6.632730774999743509e-04,-1.321042681395987730e-03,-4.326081095270217590e-05,5.432063619612001126e+00
4.294019631203674662e-04,-1.218745730701177111e-03,-3.390256942297749452e-05,5.409211957940657456e+00
2.626251952050236409e-04,-1.098070379320178168e-03,-2.637245200519727290e-05,5.392727383216523229e+00
1.567597187212552211e-04,-9.790709400749172866e-04,-2.035083316720206963e-05,5.381257610855453066e+00
9.796378021030472565e-05,-8.712007141417294018e-04,-1.549673411212396356e-05,5.373714608942749216e+00
7.123085307750483004e-05,-7.777384828198305976e-04,-1.153269486410964390e-05,5.369225068808171741e+00
6.371422077196790693e-05,-6.986650127403723487e-04,-8.255062755046767712e-06,5.367089834604695575e+00
6.591605027615107793e-05,-6.324173468192470678e-04,-5.520065556632343853e-06,5.366750791716775382e+00
7.164395290224936745e-05,-5.768917677195903228e-04,-3.226428358010298113e-06,5.367763866681622531e+00
7.739178756473497653e-05,-5.299728787297541908e-04,-1.301178232503317513e-06,5.369777020703492276e+00
8.156017762224998231e-05,-4.897796211935415665e-04,3.103283912168065401e-07,5.372512329807256570e+00
8.374174522316750089e-05,-4.547518038661849181e-04,1.650887522941901265e-06,5.375751415733977190e+00
8.416570550800793547e-05,-4.236533233660311811e-04,2.755467019234238520e-06,5.379323625851784918e+00
8.331808939932772086e-05,-3.955368578753046911e-04,3.653631176151419486e-06,5.383096466136308322e+00
8.171395411116630294e-05,-3.696949853218008770e-04,4.370993233027640030e-06,5.386967876483599760e+00
7.978321281249079280e-05,-3.456106611634001714e-04,4.930104075963173116e-06,5.390860007871598469e+00
7.783148968350005528e-05,-3.229130123083983088e-04,5.351026259496616854e-06,5.394714219762233753e+00
7.604411353589634779e-05,-3.013405473699697556e-04,5.651734556953296640e-06,5.398487065820174458e+00
7.451020861354859873e-05,-2.807118958667596852e-04,5.848417297012756472e-06,5.402147077907275552e+00
7.325216799320471094e-05,-2.609032761858470252e-04,5.955714510965033861e-06,5.405672193405857584e+00
7.225241801693360708e-05,-2.418315705484605776e-04,5.986909754078333429e-06,5.409047700088610355e+00
7.147402347305521926e-05,-2.234418665228590859e-04,5.954084204338452521e-06,5.412264596786644510e+00
7.087455120185577790e-05,-2.056984450757201295e-04,5.868238999257822964e-06,5.415318287763777327e+00
7.041411170059115306e-05,-1.885783645711850993e-04,5.739391289203882215e-06,5.418207544685504473e+00
7.005907020326557894e-05,-1.720669623605336452e-04,5.576649519584154425e-06,5.420933683008533954e+00
6.978293480492861857e-05,-1.561547499031087764e-04,5.388273203507578597e-06,5.423499910055444850e+00
4.905482181768166061e-06,-1.139138452295340872e-07,-1.030747797813291910e-07,5.458025681102286697e+00
-4.043856275164113361e-04,-7.475170118243425633e-04,-1.042610851791156784e-07,5.458025677616264559e+00
-4.123161192920378644e-04,-7.620006795617533142e-04,-1.054260312486100071e-07,5.458025674117433113e+00
-3.537967001277604259e-04,-6.773394218495564813e-04,-5.443143698766081098e-08,5.458025736328339761e+00
-2.382448910247029453e-04,-5.065808369096780252e-04,5.566151060206231866e-09,5.458025699530236530e+00
-1.246249669920336924e-04,-3.358265517289718690e-04,-3.317602776582861072e-08,5.458025796969514509e+00
-3.009978786265600289e-05,-1.856418989363666492e-04,-2.098245447282145285e-07,5.458026253415217965e+00
3.723714268432801254e-05,-6.634049570666606841e-05,-5.075238479746491676e-07,5.458027572834683205e+00
7.908893340892895140e-05,2.287538337845260107e-05,-8.751098152994628039e-07,5.458030466282036031e+00
1.006690600601949440e-04,8.624457344237791570e-05,-1.256248101139342673e-06,5.458035755390696409e+00
1.082526680216399506e-04,1.292398260623197172e-04,-1.606650410011969537e-06,5.458044216295352413e+00
1.074369332006400467e-04,1.570378348840647490e-04,-1.899283954664020673e-06,5.458056451263532338e+00
1.024945469448229808e-04,1.739912889887389126e-04,-2.122438689005697833e-06,5.458072811510694677e+00
9.626958195522741194e-05,1.834878080758054885e-04,-2.275049352788859689e-06,5.458093376358820414e+00
9.038973943271722293e-05,1.880272729411824396e-04,-2.362096180591084917e-06,5.458117974802505934e+00
8.558847859253382979e-05,1.893762616219721849e-04,-2.391183024963931024e-06,5.458146231444815477e+00
8.202542306611762188e-05,1.887367221457879687e-04,-2.370438078485402877e-06,5.458177620975728672e+00
7.954764644823466668e-05,1.868972043450748744e-04,-2.307453924981018392e-06,5.458211520579420828e+00
7.787488802639484353e-05,1.843558054948213755e-04,-2.208901295670213839e-06,5.458247254717308650e+00
7.671385691228709545e-05,1.814138471141721093e-04,-2.080510998715692978e-06,5.458284130485718144e+00
1.505603108717986488e-04,3.993421443422669388e-04,1.372936951486243196e-06,5.458489321033541231e+00
-2.002663191896950606e-06,-1.125045918708641470e-06,1.826544951411831134e-06,5.458418096105591033e+00
6.640927468043256795e-05,6.416637927857821166e-05,7.549266290815590009e-07,5.458239857420265295e+00
7.994223890200755295e-05,1.032913466300057834e-04,2.905871837683765236e-07,5.458106982238922100e+00
9.314514888104653270e-05,1.362197455711656286e-04,7.639110372466764478e-08,5.458046531949315217e+00
1.097687542299473470e-04,1.670364855302431989e-04,-2.716074074691801775e-08,5.458014446117905649e+00
1.082695364573646175e-04,1.730833616995496613e-04,-7.069327351787474699e-08,5.458000953671145794e+00
8.251760273584446675e-05,1.376305199160963359e-04,-8.627602091837569106e-08,5.457997849914559829e+00
1.251261201970312910e-04,2.026160995312231337e-04,-1.021036592232149194e-07,5.457998097124464820e+00
8.279948743204853156e-05,1.452654415387656455e-04,-1.128054090765566754e-07,5.458000588658963537e+00
1.005446490673320316e-04,1.691637476176501400e-04,-1.142760901502334619e-07,5.458003387151899588e+00
1.061721857423818829e-04,1.784513322922516739e-04,-1.137017353500294961e-07,5.458006324427484124e+00
