-0.000000,-0.000000,10.000000,7.587299,6.884202,-9.697164,-3.561061,-2.962270,5.697733,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.005895,-0.003707,0.005038
0.075695,0.068694,9.903313,7.551728,6.854610,-9.640241,-3.553060,-2.956191,5.686782,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000059,-0.000037,0.000050,-0.005895,-0.003707,0.005038
0.151035,0.137092,9.807195,7.516238,6.825078,-9.583428,-3.545060,-2.950112,5.675832,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000001,-0.000001,0.000001,-0.000118,-0.000074,0.000101,-0.005895,-0.003707,0.005038
0.226020,0.205196,9.711644,7.480827,6.795608,-9.526725,-3.537059,-2.944033,5.664881,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000003,-0.000002,0.000002,-0.000177,-0.000111,0.000151,-0.005895,-0.003707,0.005038
0.300652,0.273005,9.616660,7.445497,6.766198,-9.470131,-3.529058,-2.937954,5.653930,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000005,-0.000003,0.000004,-0.000236,-0.000148,0.000202,-0.005895,-0.003707,0.005038
0.374930,0.340520,9.522241,7.410246,6.736848,-9.413646,-3.521057,-2.931875,5.642980,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000007,-0.000005,0.000006,-0.000295,-0.000185,0.000252,-0.005895,-0.003707,0.005038
0.448857,0.407742,9.428387,7.375076,6.707560,-9.357271,-3.513057,-2.925796,5.632029,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000011,-0.000007,0.000009,-0.000354,-0.000222,0.000302,-0.005895,-0.003707,0.005038
0.522432,0.474671,9.335095,7.339985,6.678333,-9.301006,-3.505056,-2.919717,5.621078,0.800071,0.607912,-1.095069,-0.000000,-0.000000,0.000000,-0.000014,-0.000009,0.000012,-0.000413,-0.000259,0.000353,-0.005895,-0.003707,0.005038
0.595657,0.541309,9.242366,7.304974,6.649166,-9.244850,-3.497055,-2.913637,5.610127,0.800071,0.607912,-1.095069,-0.000001,-0.000000,0.000000,-0.000019,-0.000012,0.000016,-0.000472,-0.000297,0.000403,-0.005895,-0.003707,0.005038
0.668532,0.607655,9.150198,7.270044,6.620060,-9.188803,-3.489055,-2.907558,5.599177,0.800071,0.607912,-1.095069,-0.000001,-0.000000,0.000001,-0.000024,-0.000015,0.000020,-0.000531,-0.000334,0.000453,-0.005895,-0.003707,0.005038
0.741058,0.673710,9.058590,7.235193,6.591015,-9.132866,-3.481054,-2.901479,5.588226,0.800071,0.607912,-1.095069,-0.000001,-0.000001,0.000001,-0.000029,-0.000019,0.000025,-0.000589,-0.000371,0.000504,-0.005895,-0.003707,0.005038
0.813236,0.739475,8.967540,7.200423,6.562030,-9.077039,-3.473053,-2.895400,5.577275,0.800071,0.607912,-1.095069,-0.000001,-0.000001,0.000001,-0.000036,-0.000022,0.000030,-0.000648,-0.000408,0.000554,-0.005895,-0.003707,0.005038
0.885067,0.804951,8.877049,7.165732,6.533107,-9.021321,-3.465052,-2.889321,5.566325,0.800071,0.607912,-1.095069,-0.000002,-0.000001,0.000001,-0.000042,-0.000027,0.000036,-0.000707,-0.000445,0.000605,-0.005895,-0.003707,0.005038
0.956551,0.870138,8.787114,7.131122,6.504244,-8.965712,-3.457052,-2.883242,5.555374,0.800071,0.607912,-1.095069,-0.000002,-0.000001,0.000002,-0.000050,-0.000031,0.000043,-0.000766,-0.000482,0.000655,-0.005895,-0.003707,0.005038
1.027689,0.935036,8.697734,7.096591,6.475442,-8.910213,-3.449051,-2.877163,5.544423,0.800071,0.607912,-1.095069,-0.000003,-0.000002,0.000002,-0.000058,-0.000036,0.000049,-0.000825,-0.000519,0.000705,-0.005895,-0.003707,0.005038
1.098483,0.999647,8.608909,7.062141,6.446701,-8.854824,-3.441050,-2.871084,5.533473,0.800071,0.607912,-1.095069,-0.000003,-0.000002,0.000003,-0.000066,-0.000042,0.000057,-0.000884,-0.000556,0.000756,-0.005895,-0.003707,0.005038
1.168932,1.063970,8.520637,7.027770,6.418020,-8.799544,-3.433050,-2.865004,5.522522,0.800071,0.607912,-1.095069,-0.000004,-0.000003,0.000003,-0.000075,-0.000047,0.000064,-0.000943,-0.000593,0.000806,-0.005895,-0.003707,0.005038
1.239039,1.128007,8.432918,6.993480,6.389400,-8.744373,-3.425049,-2.858925,5.511571,0.800071,0.607912,-1.095069,-0.000005,-0.000003,0.000004,-0.000085,-0.000054,0.000073,-0.001002,-0.000630,0.000857,-0.005895,-0.003707,0.005038
1.308802,1.191758,8.345749,6.959269,6.360842,-8.689312,-3.417048,-2.852846,5.500621,0.800070,0.607912,-1.095069,-0.000006,-0.000004,0.000005,-0.000095,-0.000060,0.000082,-0.001061,-0.000667,0.000907,-0.005895,-0.003707,0.005038
1.378224,1.255224,8.259131,6.925139,6.332344,-8.634361,-3.409047,-2.846767,5.489670,0.800070,0.607912,-1.095069,-0.000007,-0.000004,0.000006,-0.000106,-0.000067,0.000091,-0.001120,-0.000704,0.000957,-0.005895,-0.003707,0.005038
1.447305,1.318406,8.173062,6.891088,6.303906,-8.579519,-3.401047,-2.840688,5.478719,0.800070,0.607912,-1.095069,-0.000008,-0.000005,0.000007,-0.000118,-0.000074,0.000101,-0.001179,-0.000741,0.001008,-0.005895,-0.003707,0.005038
1.516046,1.381303,8.087540,6.857118,6.275530,-8.524786,-3.393046,-2.834609,5.467768,0.800070,0.607912,-1.095069,-0.000009,-0.000006,0.000008,-0.000130,-0.000082,0.000111,-0.001238,-0.000778,0.001058,-0.005895,-0.003707,0.005038
1.584448,1.443916,8.002566,6.823227,6.247214,-8.470163,-3.385045,-2.828530,5.456818,0.800070,0.607911,-1.095069,-0.000010,-0.000007,0.000009,-0.000143,-0.000090,0.000122,-0.001297,-0.000816,0.001108,-0.005895,-0.003707,0.005038
1.652511,1.506247,7.918137,6.789417,6.218959,-8.415650,-3.377045,-2.822451,5.445867,0.800070,0.607911,-1.095069,-0.000012,-0.000008,0.000010,-0.000156,-0.000098,0.000133,-0.001356,-0.000853,0.001159,-0.005895,-0.003707,0.005038
1.720237,1.568296,7.834252,6.755686,6.190765,-8.361246,-3.369044,-2.816372,5.434916,0.800070,0.607911,-1.095069,-0.000014,-0.000009,0.000012,-0.000170,-0.000107,0.000145,-0.001415,-0.000890,0.001209,-0.005895,-0.003707,0.005038
1.787625,1.630063,7.750911,6.722036,6.162632,-8.306952,-3.361043,-2.810292,5.423966,0.800070,0.607911,-1.095068,-0.000015,-0.000010,0.000013,-0.000184,-0.000116,0.000157,-0.001474,-0.000927,0.001260,-0.005895,-0.003707,0.005038
1.854678,1.691549,7.668113,6.688466,6.134559,-8.252767,-3.353043,-2.804213,5.413015,0.800070,0.607911,-1.095068,-0.000017,-0.000011,0.000015,-0.000199,-0.000125,0.000170,-0.001533,-0.000964,0.001310,-0.005895,-0.003707,0.005038
